community,liter_num,done_date,developer,floor,area,num_beds,price_per_m,date
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,1-4,70.0,2,200000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,70.0,2,205000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,70.0,2,208000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,70.0,2,211000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,80.0,2,171000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,85.0,2,174000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,85.0,2,178000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,85.0,2,180000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,85.0,2,183000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3,120.0,3,167000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,123.0,3,170000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,123.0,3,173000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,123.0,3,175000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,123.0,3,177000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,17-20,123.0,3,180500,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,21-22,123.0,3,184000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,127.0,3,217000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,127.0,3,220000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,127.0,3,222000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,127.0,3,224000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,17-20,127.0,3,228000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,21-22,127.0,3,231000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,3-6,24.0,0,155000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,7-15,24.0,0,160000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,16-23,24.0,0,168000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,3-6,36.0,1,138000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,7-15,36.0,1,142000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,16-23,36.0,1,145000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,3-6,47.0,1,121000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,7-15,47.0,1,126000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,16-23,47.0,1,130000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,3-6,60.0,2,118000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,7-15,60.0,2,120000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,16-23,60.0,2,125000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,3-6,78.0,3,106000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,7-15,78.0,3,109000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,16-23,78.0,3,114000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,3-6,91.0,3,101000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,7-15,91.0,3,107000,2022-11-06
"ЖК «URAL», ",nan,4 квартал 2024,ООО «СЗ ВЕРТИКАЛЬ»,16-23,91.0,3,111000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",1,40.0,1,111000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",2-4,40.0,1,113000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",5-8,40.0,1,115000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",9-12,40.0,1,118000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",13-16,40.0,1,120000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",1,70.0,2,94000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",2-4,70.0,2,95000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",5-8,70.0,2,96000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",9-12,70.0,2,97000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",13-16,70.0,2,98000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",2-4,91.0,3,87000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",5-8,91.0,3,88000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",9-12,91.0,3,89000,2022-11-06
ЖК «Зеленодар»,4A,2 квартал 2023,"ООО «Модо Капитал», ",13-16,91.0,3,90000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",2,39.0,1,115000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",3-4,39.0,1,118000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",5-8,39.0,1,119000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",9-12,39.0,1,123000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",13-16,39.0,1,121000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",2,42.0,1,112000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",3-4,42.0,1,115000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",5-8,42.0,1,117000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",9-12,42.0,1,117000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",13-16,42.0,1,118000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",2-8,70.0,2,99000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",9-12,70.0,2,103000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",13-16,70.0,2,101000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",2-4,90.0,3,87000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",5-8,90.0,3,88000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",9-12,90.0,3,89000,2022-11-06
ЖК «Зеленодар»,4Б,3 квартал 2023,"ООО «Модо Капитал», ",13-16,90.0,3,95000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",2-4,27.0,1,122000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",5-9,27.0,1,124000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",10-14,27.0,1,123000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",2-4,54.0,2,106000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",5-9,54.0,2,108000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",10-14,54.0,2,107000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",2-4,67.0,2,102000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",5-9,67.0,2,103000,2022-11-06
ЖК «Зеленодар»,2,1 квартал 2023,"ООО «Модо Капитал», ",10-14,67.0,2,105000,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-9,,1,119300,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,10-18,,1,121500,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,19-24,,1,122600,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-9,,2,97800,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,10-18,,2,100000,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,19-24,,2,101100,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-9,89.0,3,106000,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,10-18,89.0,3,107100,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,19-24,89.0,3,108200,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-9,96.0,3,94900,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,10-18,96.0,3,96000,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,19-24,96.0,3,97100,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-9,98.0,3,91600,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,10-18,98.0,3,92700,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,19-24,98.0,3,93800,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-9,104.0,3,104900,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,10-18,104.0,3,106000,2022-11-06
ЖК «Fresh»,2,3 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,19-24,104.0,3,107100,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,,1,116000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,,1,118000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,,1,119000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,,1,121000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,,1,122000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,,2,93000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,,2,93000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,,2,94000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,,2,96000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,,2,96000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,97.0,3,86000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,97.0,3,87000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,97.0,3,88000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,97.0,3,90000,2022-11-06
ЖК «Fresh»,3,2 квартал 2023,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,97.0,3,91000,2022-11-06
ЖК «Fresh»,4,3 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,40.0,1,113000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,40.0,1,115000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,40.0,1,116000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,40.0,1,118000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,40.0,1,119000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,42.0,1,115000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,42.0,1,117000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,42.0,1,118000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,42.0,1,120000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,42.0,1,121000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,41.0,1,117000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,41.0,1,119000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,41.0,1,120000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,41.0,1,122000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,41.0,1,123000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,65.0,2,94000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,65.0,2,94000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,65.0,2,95000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,65.0,2,97000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,65.0,2,97000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,67.0,2,110000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,67.0,2,112000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,67.0,2,114000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,67.0,2,117000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,67.0,2,120000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,92.0,3,92000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,92.0,3,93000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,92.0,3,94000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,92.0,3,96000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,92.0,3,97000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,95.0,3,81000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,95.0,3,82000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,95.0,3,83000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,95.0,3,85000,2022-11-06
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,95.0,3,86000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,30.0,1,144000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,30.0,1,145000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,30.0,1,146000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,30.0,1,147000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,30.0,1,148000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,30.0,1,149000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,34.0,1,139000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,34.0,1,140000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,34.0,1,141000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,34.0,1,142000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,34.0,1,143000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,34.0,1,144000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,38.0,1,136000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,38.0,1,137000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,38.0,1,138000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,38.0,1,139000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,38.0,1,140000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,38.0,1,141000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,42.0,1,127000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,42.0,1,128000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,42.0,1,129000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,42.0,1,130000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,42.0,1,131000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,42.0,1,132000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,58.0,2,113000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,58.0,2,114000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,58.0,2,115000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,58.0,2,116000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,58.0,2,117000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,58.0,2,118000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,63.0,2,112000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,63.0,2,113000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,63.0,2,114000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,63.0,2,115000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,63.0,2,116000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,63.0,2,117000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,66.0,2,108000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,66.0,2,109000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,66.0,2,110000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,66.0,2,111000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,66.0,2,112000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,66.0,2,113000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,76.0,3,115000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,76.0,3,116000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,76.0,3,117000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,76.0,3,118000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,76.0,3,119000,2022-11-06
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,76.0,3,120000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-8,,0,166000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,,0,167000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,,0,168000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,,0,169000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,34.0,1,134000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,34.0,1,135000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,34.0,1,136000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,34.0,1,137000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,34.0,1,138000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,34.0,1,139000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,38.0,1,133000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,38.0,1,134000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,38.0,1,135000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,38.0,1,136000,2022-11-06
