community,liter_num,done_date,developer,floor,area,num_beds,price_per_m,date
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,67.0,2,109000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,92.0,3,73000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,92.0,3,74000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,92.0,3,75000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,92.0,3,77000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,92.0,3,78000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,3-6,95.0,3,73000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,7-10,95.0,3,74000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,11-16,95.0,3,75000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,17-19,95.0,3,77000,2022-01-25
ЖК «Fresh»,4,4 квартал 2024,ООО «АВА ДЕВЕЛОПМЕНТ ПЛЮС»,20-24,95.0,3,78000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,30.0,1,138000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,30.0,1,139000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,30.0,1,140000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,30.0,1,141000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,30.0,1,142000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,30.0,1,143000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,34.0,1,128000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,34.0,1,129000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,34.0,1,130000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,34.0,1,131000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,34.0,1,132000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,34.0,1,133000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,38.0,1,127000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,38.0,1,128000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,38.0,1,129000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,38.0,1,130000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,38.0,1,131000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,38.0,1,132000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,42.0,1,126000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,42.0,1,127000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,42.0,1,128000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,42.0,1,129000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,42.0,1,130000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,42.0,1,131000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,58.0,2,102000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,58.0,2,103000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,58.0,2,104000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,58.0,2,105000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,58.0,2,106000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,58.0,2,107000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,63.0,2,101000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,63.0,2,102000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,63.0,2,103000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,63.0,2,104000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,63.0,2,105000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,63.0,2,106000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,66.0,2,100000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,66.0,2,101000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,66.0,2,102000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,66.0,2,103000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,66.0,2,104000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,66.0,2,105000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,76.0,3,94000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,76.0,3,95000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,76.0,3,96000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,76.0,3,97000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,76.0,3,98000,2022-01-25
ЖК «Novella»,1,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,76.0,3,99000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-8,,0,149000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,,0,150000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,,0,151000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,,0,152000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,34.0,1,127000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,34.0,1,128000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,34.0,1,129000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,34.0,1,130000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,34.0,1,131000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,34.0,1,132000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,38.0,1,126000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,38.0,1,127000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,38.0,1,128000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,38.0,1,129000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,38.0,1,130000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,38.0,1,131000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,45.0,1,125000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,45.0,1,126000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,45.0,1,127000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,45.0,1,128000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,45.0,1,129000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,45.0,1,130000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,62.0,2,105000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,62.0,2,106000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,62.0,2,107000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,62.0,2,108000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,62.0,2,109000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,62.0,2,110000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,67.0,2,104000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,67.0,2,105000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,67.0,2,106000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,67.0,2,107000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,67.0,2,108000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,67.0,2,109000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,68.0,2,103000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,68.0,2,104000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,68.0,2,105000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,68.0,2,106000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,68.0,2,107000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,68.0,2,108000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,74.0,3,89000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,74.0,3,90000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,74.0,3,91000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,74.0,3,92000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,74.0,3,93000,2022-01-25
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,74.0,3,94000,2022-01-25
ЖК «Role Clef»,nan,2 полугодие 2021 ,ООО «Уютный дом»,2-12,,1,350000,2022-01-25
ЖК «Role Clef»,nan,2 полугодие 2021 ,ООО «Уютный дом»,2-12,,2,330000,2022-01-25
ЖК «Role Clef»,nan,2 полугодие 2021 ,ООО «Уютный дом»,2-12,,3,325000,2022-01-25
ЖК «Спортивный парк»,12,1 квартал 2022,ООО «АЛЬФА»,1-8,,0,325000,2022-01-25
ЖК «Спортивный парк»,12,1 квартал 2022,ООО «АЛЬФА»,1-8,,1,84000,2022-01-25
ЖК «Спортивный парк»,7,2 квартал 2022,ООО «АЛЬФА»,1-8,22.0,0,125000,2022-01-25
ЖК «Спортивный парк»,7,2 квартал 2022,ООО «АЛЬФА»,1-8,27.0,0,119000,2022-01-25
ЖК «Спортивный парк»,7,2 квартал 2022,ООО «АЛЬФА»,1-8,45.0,1,87000,2022-01-25
ЖК «Спортивный парк»,7,2 квартал 2022,ООО «АЛЬФА»,1-8,41.0,1,94000,2022-01-25
ЖК «Спортивный парк»,7,2 квартал 2022,ООО «АЛЬФА»,1-8,,2,80000,2022-01-25
ЖК «Спортивный парк»,8,2 квартал 2022,ООО «АЛЬФА»,1-8,,0,108000,2022-01-25
ЖК «Спортивный парк»,8,2 квартал 2022,ООО «АЛЬФА»,1-8,48.0,1,84000,2022-01-25
ЖК «Спортивный парк»,8,2 квартал 2022,ООО «АЛЬФА»,1-8,51.0,1,78000,2022-01-25
ЖК «Спортивный парк»,8,2 квартал 2022,ООО «АЛЬФА»,2-7,51.0,1,80000,2022-01-25
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,22.0,0,125000,2022-01-25
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,26.0,0,116000,2022-01-25
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,29.0,0,116000,2022-01-25
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,41.0,1,93000,2022-01-25
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,45.0,1,88000,2022-01-25
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,,2,79000,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,1-5,20.0,0,103000,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,2-5,36.0,0,75000,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,2-5,34.0,1,80000,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,1-5,40.0,1,65000,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,2-5,46.0,1,63500,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,2-5,47.0,1,63000,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,1-5,57.0,2,61000,2022-01-25
ЖК «Дом на Лаврова»,nan,дом сдан,ИП Кукулян Р.А,1-5,63.0,2,69000,2022-01-25
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,1-4,32.95,1,129000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,5-8,32.95,1,130000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,9-12,32.95,1,131000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,13-16,32.95,1,132000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,1-4,35.2,1,128000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,5-8,35.2,1,129000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,9-12,35.2,1,130000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,13-16,35.2,1,131000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,1-3,,2,111000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,4,,2,112000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,5-8,,2,113000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,9-12,,2,114000,2022-11-06
ЖК «Смородина»,1-5,1 квартал 2023,ООО «АЛЬФА»,13-16,,2,114000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,1-4,32.95,1,121000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,5-8,32.95,1,122000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,9-12,32.95,1,123000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,13-16,32.95,1,124000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,1-4,35.2,1,120000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,5-8,35.2,1,121000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,9-12,35.2,1,122000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,13-16,35.2,1,123000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,1-4,50.0,2,103000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,5-8,50.0,2,104000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,9-12,50.0,2,105000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,13-16,50.0,2,106000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,1-4,57.78,2,105000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,5-8,57.79,2,106000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,9-12,57.8,2,107000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,13-16,57.81,2,108000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,1-4,68.22,3,103000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,5-8,68.22,3,105000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,9-12,68.22,3,106000,2022-11-06
ЖК «Смородина»,2-3-4,4 квартал 2023,ООО «АЛЬФА»,13-16,68.22,3,107000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,23.5,1,225000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,23.5,1,237000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,23.5,1,250000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,23.5,1,262000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,23.5,1,274000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,29.0,1,218000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,29.0,1,230000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,29.0,1,241000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,29.0,1,253000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,29.0,1,264000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,44.0,2,170000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,44.0,2,178000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,44.0,2,187000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,44.0,2,196000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,44.0,2,205000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,54.0,2,151000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,54.0,2,160000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,54.0,2,169000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,54.0,2,177000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,54.0,2,185000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,68.0,2,141000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,68.0,2,150000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,68.0,2,158000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,68.0,2,165000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,68.0,2,174000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,64.4,3,168000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,64.4,3,176000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,64.4,3,184000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,64.4,3,193000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,64.4,3,202000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,75.6,3,175000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,75.6,3,183000,2022-11-06
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,75.6,3,193000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,44.0,1,202000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,1-4,47.0,1,199000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,47.0,1,204000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,47.0,1,208000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,47.0,1,212000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,49.0,1,193000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,51.0,1,194000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,51.0,1,199000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,51.0,1,202000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,51.0,1,205000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,52.0,1,198000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,1-4,53.0,1,201000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,53.0,1,207000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,53.0,1,210000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,53.0,1,213000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,62.0,1,182000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,62.0,1,187000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,62.0,1,190000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,62.0,1,193000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,17-22,62.0,1,198000,2022-11-06
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,67.0,2,194000,2022-11-06
