link,floor,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,pred_price,diff,marker
https://krasnodar.cian.ru/sale/flat/272106848/,3,1,40.0,3750000,2021,18.0,8.0,3880919.5786835537,3.4911887648947664,overpriced
https://krasnodar.cian.ru/sale/flat/279807095/,6,1,38.0,3800000,2016,19.5,10.1,4025165.9880390083,5.925420737868641,overpriced
https://krasnodar.cian.ru/sale/flat/279232401/,3,2,52.3,3800000,1985,28.0,9.0,4355896.789833069,14.628862890343918,overpriced
https://krasnodar.cian.ru/sale/flat/273686716/,3,2,50.0,3800000,2015,30.0,15.0,4777243.07455519,25.71692301461027,overpriced
https://krasnodar.cian.ru/sale/flat/264881840/,21,1,30.0,3890000,2022,20.1,-1.0,3561648.239562236,-8.440919291459235,underpriced
https://krasnodar.cian.ru/sale/flat/278382850/,16,1,46.0,3850000,2017,17.0,11.0,4326941.427071868,12.388089014853726,overpriced
https://krasnodar.cian.ru/sale/flat/276007947/,6,2,52.0,3850000,2012,28.0,9.0,4971105.697304594,29.119628501418035,overpriced
https://krasnodar.cian.ru/sale/flat/278910470/,6,2,48.0,3900000,2022,22.0,12.7,4719287.836745528,21.0073804293725,overpriced
https://krasnodar.cian.ru/sale/flat/278715553/,14,1,39.5,3900000,2018,20.0,10.0,4161239.6816336717,6.6984533752223525,overpriced
https://krasnodar.cian.ru/sale/flat/270454245/,16,1,45.5,3900000,2017,16.8,10.7,4263737.706585804,9.326607861174462,overpriced
https://krasnodar.cian.ru/sale/flat/281816238/,1,2,44.0,3950000,2012,35.0,9.0,3805158.756441266,-3.6668669255375743,underpriced
https://krasnodar.cian.ru/sale/flat/280436019/,7,1,33.3,3980000,2017,20.0,10.0,3750939.285949767,-5.755294322870173,underpriced
https://krasnodar.cian.ru/sale/flat/267100582/,8,1,39.3,3950000,2020,14.0,10.0,4090799.0386660593,3.5645326244571964,overpriced
https://krasnodar.cian.ru/sale/flat/280696335/,6,1,26.2,3990000,2021,18.8,7.2,3451672.332044512,-13.491921502643809,underpriced
https://krasnodar.cian.ru/sale/flat/280044166/,7,1,39.0,3950000,2014,16.0,14.0,4186973.9487232636,5.999340474006672,overpriced
https://krasnodar.cian.ru/sale/flat/263820952/,3,2,53.5,4000000,-1,41.5,-1.0,3363032.8490926144,-15.924178772684641,underpriced
https://krasnodar.cian.ru/sale/flat/280748979/,11,1,31.48,4000000,2018,30.2,-1.0,4228023.323710382,5.700583092759549,overpriced
https://krasnodar.cian.ru/sale/flat/279891795/,1,4,54.0,4000000,1964,31.0,13.0,3355971.288956409,-16.10071777608978,underpriced
https://sochi.cian.ru/sale/flat/280609964/,2,1,17.0,4000000,1971,13.0,-1.0,2739197.77078165,-31.520055730458743,underpriced
https://krasnodar.cian.ru/sale/flat/277939297/,19,1,39.35,4050000,2021,15.5,12.9,4222169.330462594,4.251094579323298,overpriced
https://novorossiysk.cian.ru/sale/flat/278998306/,10,1,25.0,4100000,2021,20.0,-1.0,3428440.4815995013,-16.37950044879265,underpriced
https://krasnodar.cian.ru/sale/flat/275176423/,1,1,40.4,4100000,2022,13.0,9.6,3630475.367657438,-11.451820301038099,underpriced
https://krasnodar.cian.ru/sale/flat/277395336/,11,1,47.0,4150000,2018,27.0,16.5,4574403.9037334155,10.226600089961819,overpriced
https://krasnodar.cian.ru/sale/flat/270036330/,10,1,42.56,4190000,2021,24.0,13.8,4604898.468537981,9.902111420954194,overpriced
https://krasnodar.cian.ru/sale/flat/276264565/,12,1,36.0,4200000,2020,16.0,10.0,3985198.228539383,-5.1143278919194515,underpriced
https://krasnodar.cian.ru/sale/flat/275210620/,10,1,45.0,4200000,2016,23.0,13.0,4532804.866295351,7.92392538798454,overpriced
https://krasnodar.cian.ru/sale/flat/279664427/,1,2,42.0,4200000,2015,22.5,8.4,3755127.1719227536,-10.59221019231539,underpriced
https://krasnodar.cian.ru/sale/flat/279334147/,4,1,41.0,4250000,2019,18.0,10.0,4044308.901272963,-4.839790558283228,underpriced
https://krasnodar.cian.ru/sale/flat/282107264/,8,1,48.9,4300000,2017,17.2,13.4,4508699.197068885,4.853469699276395,overpriced
https://krasnodar.cian.ru/sale/flat/281250733/,4,2,43.8,4300000,1967,26.7,6.0,4113133.5537245334,-4.345731308731781,underpriced
https://krasnodar.cian.ru/sale/flat/278146175/,5,2,46.0,4300000,2014,24.0,8.8,4658157.837008759,8.32925202345952,overpriced
https://novorossiysk.cian.ru/sale/flat/282797878/,1,1,32.7,4300000,1961,17.0,6.0,2851850.5504951808,-33.67789417453068,underpriced
https://krasnodar.cian.ru/sale/flat/272567297/,7,1,37.8,4300000,2021,15.1,8.1,3884308.474340293,-9.66724478278388,underpriced
https://krasnodar.cian.ru/sale/flat/277064276/,1,2,54.3,4380000,1951,20.0,12.0,3911178.503038578,-10.70368714523794,underpriced
https://krasnodar.cian.ru/sale/flat/252510059/,8,1,36.0,4350000,2016,12.8,9.6,3953486.3036221685,-9.115257387996127,underpriced
https://krasnodar.cian.ru/sale/flat/278995411/,6,1,34.3,4350000,1985,18.3,7.9,3594502.731899687,-17.367753289662364,underpriced
https://krasnodar.cian.ru/sale/flat/275476855/,17,1,45.0,4400000,2016,17.0,10.6,4251294.331693781,-3.3796742796868045,underpriced
https://krasnodar.cian.ru/sale/flat/277845140/,14,1,48.7,4400000,2021,17.0,23.0,4572908.575430299,3.929740350688617,overpriced
https://sochi.cian.ru/sale/flat/274593757/,5,1,18.7,4450000,1964,12.0,6.7,3620896.7632510066,-18.631533410089737,underpriced
https://krasnodar.cian.ru/sale/flat/280876863/,1,1,35.1,4450000,-1,29.0,5.0,3553206.099518088,-20.152671920941838,underpriced
https://krasnodar.cian.ru/sale/flat/276713250/,10,1,27.0,4470000,2021,22.0,5.0,3600741.806862297,-19.446492016503424,underpriced
https://krasnodar.cian.ru/sale/flat/282717996/,11,2,45.0,4500000,2018,25.0,14.2,4905828.901170458,9.01842002601017,overpriced
https://krasnodar.cian.ru/sale/flat/277079404/,2,1,44.2,4500000,2017,16.4,13.6,3963420.5714821555,-11.923987300396545,underpriced
https://krasnodar.cian.ru/sale/flat/281527968/,16,1,36.0,4500000,2020,30.0,6.0,4170528.869459669,-7.32158067867402,underpriced
https://krasnodar.cian.ru/sale/flat/200734041/,5,1,27.3,4500000,1974,14.6,6.3,3232118.145047942,-28.175152332267952,underpriced
https://krasnodar.cian.ru/sale/flat/273346087/,4,2,41.8,4500000,1967,28.2,5.9,4153735.906030772,-7.694757643760627,underpriced
https://krasnodar.cian.ru/sale/flat/277102739/,15,1,39.3,4500000,2015,14.6,10.9,4081260.0281736604,-9.30533270725199,underpriced
https://krasnodar.cian.ru/sale/flat/266838839/,18,1,37.7,4500000,2022,16.8,10.0,4013305.746433049,-10.815427857043355,underpriced
https://krasnodar.cian.ru/sale/flat/275585584/,1,1,42.0,4500000,2012,18.2,11.5,3566393.6837218762,-20.74680702840275,underpriced
https://krasnodar.cian.ru/sale/flat/262863500/,9,1,44.0,4599000,2022,20.2,10.2,4224814.022892867,-8.136246512440374,underpriced
https://krasnodar.cian.ru/sale/flat/279729190/,5,1,32.5,4550000,2022,13.7,12.2,3665188.517920368,-19.446406199552353,underpriced
https://krasnodar.cian.ru/sale/flat/272740812/,12,1,37.0,4550000,2018,16.0,11.0,4080458.6364397183,-10.319590407918279,underpriced
https://krasnodar.cian.ru/sale/flat/279298805/,2,2,50.2,4600000,1982,25.0,8.7,3847677.684057848,-16.354832955264172,underpriced
https://krasnodar.cian.ru/sale/flat/277140095/,2,2,43.9,4620000,1971,27.8,8.5,3589259.1653662054,-22.31040767605616,underpriced
https://krasnodar.cian.ru/sale/flat/249777077/,13,1,40.0,4650000,2016,18.5,10.7,4167978.6308263256,-10.366050949971491,underpriced
https://krasnodar.cian.ru/sale/flat/280873922/,17,1,43.6,4700000,2022,12.8,15.8,4427545.651285683,-5.796901036474834,underpriced
https://krasnodar.cian.ru/sale/flat/283392948/,4,2,40.0,4700000,1967,27.0,5.6,3995681.9752627015,-14.985489888027628,underpriced
https://krasnodar.cian.ru/sale/flat/276432561/,1,2,51.5,4700000,1979,28.0,8.8,3537824.8778935876,-24.727130257583244,underpriced
https://krasnodar.cian.ru/sale/flat/283577789/,14,2,64.0,4750000,2020,34.4,10.5,5585850.740003864,17.59685768429188,overpriced
https://krasnodar.cian.ru/sale/flat/282012912/,1,1,40.9,4770000,2015,18.0,12.5,3621550.567819098,-24.076508012178238,underpriced
https://krasnodar.cian.ru/sale/flat/267313246/,16,2,64.8,4800000,2020,36.0,10.5,5551728.192298681,15.66100400622251,overpriced
https://krasnodar.cian.ru/sale/flat/270374642/,3,1,32.0,4800000,2020,16.0,9.0,3591960.9796888097,-25.167479589816466,underpriced
https://krasnodar.cian.ru/sale/flat/258779629/,5,1,39.0,4800000,2006,19.0,9.0,4007803.5885492084,-16.504091905224826,underpriced
https://krasnodar.cian.ru/sale/flat/278306364/,9,2,55.1,4900000,2019,32.0,9.8,5271035.666449982,7.572156458162892,overpriced
https://sochi.cian.ru/sale/flat/271366878/,3,1,30.0,4900000,-1,17.0,6.4,3500350.30268797,-28.5642795369802,underpriced
https://sochi.cian.ru/sale/flat/275755084/,3,1,25.0,4900000,-1,22.0,3.0,3823139.8028304274,-21.97673871774638,underpriced
https://krasnodar.cian.ru/sale/flat/279575367/,4,1,32.7,4900000,-1,16.0,14.0,3810181.8830930004,-22.241186059326523,underpriced
https://krasnodar.cian.ru/sale/flat/282347418/,6,2,61.45,6800000,2023,32.1,15.2,4826504.859897457,-29.021987354449163,underpriced
https://krasnodar.cian.ru/sale/flat/283455401/,5,3,89.0,4350000,2016,58.0,14.3,5236261.924565751,20.373837346339105,overpriced
https://krasnodar.cian.ru/sale/flat/283737889/,6,2,43.2,5550000,2016,30.0,7.0,4228380.9168703575,-23.812956452786352,underpriced
https://novorossiysk.cian.ru/sale/flat/283401631/,11,1,47.2,6600000,2021,17.7,13.6,4243610.922773526,-35.702864806461726,underpriced
https://sochi.cian.ru/sale/flat/283742652/,3,1,17.0,5400000,-1,14.0,3.0,3835418.605144736,-28.973729534356742,underpriced
https://krasnodar.cian.ru/sale/flat/278720945/,1,1,41.4,4290000,1953,18.0,10.1,3702062.9520280017,-13.704826293053575,underpriced
https://krasnodar.cian.ru/sale/flat/279614729/,5,1,40.0,4995000,1969,21.0,9.0,3918115.2085103826,-21.55925508487723,underpriced
https://anapa.cian.ru/sale/flat/267491942/,1,2,57.0,5600000,1983,28.1,9.3,3723537.3180690147,-33.50826217733903,underpriced
https://sochi.cian.ru/sale/flat/279484579/,5,1,19.0,5000000,1966,19.0,-1.0,3632757.424172358,-27.34485151655284,underpriced
https://krasnodar.cian.ru/sale/flat/265882466/,8,2,42.0,5650000,2017,37.0,-1.0,4283194.86040598,-24.191241408743725,underpriced
https://novorossiysk.cian.ru/sale/flat/281176362/,3,3,61.0,6100000,1974,45.0,6.0,4060214.1963602193,-33.439111535078375,underpriced
https://krasnodar.cian.ru/sale/flat/283305186/,1,2,48.0,6500000,2021,18.0,20.0,4013603.090430065,-38.25226014722977,underpriced
https://krasnodar.cian.ru/sale/flat/282156186/,1,1,33.0,2800000,1977,20.0,11.0,3596170.875328386,28.434674118870937,overpriced
https://krasnodar.cian.ru/sale/flat/277340890/,6,1,40.0,3450000,2015,16.0,10.0,3965241.21614016,14.934528004062605,overpriced
https://krasnodar.cian.ru/sale/flat/280138723/,7,1,28.4,2600000,2014,24.4,-1.0,3594568.7570606456,38.25264450233252,overpriced
https://krasnodar.cian.ru/sale/flat/274094613/,4,1,21.0,3050000,1975,16.0,-1.0,3604546.9287354797,18.181866515917367,overpriced
https://krasnodar.cian.ru/sale/flat/279369921/,1,2,53.0,3500000,2014,35.0,9.0,4014917.9066333175,14.711940189523357,overpriced
https://krasnodar.cian.ru/sale/flat/276276617/,6,-1,31.0,3000000,2010,20.0,5.0,3625511.910437955,20.850397014598503,overpriced
https://krasnodar.cian.ru/sale/flat/280028304/,5,1,38.0,3100000,2011,18.0,10.0,3883895.978619416,25.286967052239216,overpriced
https://krasnodar.cian.ru/sale/flat/277377968/,3,1,33.4,3200000,-1,15.7,9.4,3828720.185709627,19.647505803425837,overpriced
https://krasnodar.cian.ru/sale/flat/279604012/,2,1,35.7,3200000,2015,14.5,12.2,3753089.5188225433,17.28404746320448,overpriced
https://krasnodar.cian.ru/sale/flat/270541480/,3,1,32.0,3100000,2017,20.0,9.0,3675424.868106138,18.562092519552838,overpriced
https://sochi.cian.ru/sale/flat/280571376/,1,1,32.0,2900000,-1,11.0,15.0,3830459.7625557724,32.08481939847491,overpriced
https://krasnodar.cian.ru/sale/flat/268850995/,6,1,20.4,2800000,2022,10.4,10.0,3686544.24836433,31.66229458444035,overpriced
https://krasnodar.cian.ru/sale/flat/279603327/,7,1,35.5,3400000,2012,16.0,13.4,3987237.539604564,17.27169234131071,overpriced
https://novorossiysk.cian.ru/sale/flat/274132977/,1,2,34.1,3150000,1917,20.3,7.8,3707204.1866268464,17.689021797677665,overpriced
https://krasnodar.cian.ru/sale/flat/276369675/,10,1,24.5,2950000,2017,22.5,-1.0,3611189.599313327,22.41320675638397,overpriced
https://krasnodar.cian.ru/sale/flat/262863612/,9,1,34.3,3200000,2021,14.3,10.0,3866904.930553579,20.840779079799336,overpriced
https://anapa.cian.ru/sale/flat/281131125/,1,-1,25.0,2650000,2017,17.0,-1.0,3384260.784595634,27.707954135684293,overpriced
https://krasnodar.cian.ru/sale/flat/280297454/,10,1,24.5,2990000,2021,23.0,-1.0,3612895.2091247533,20.83261568979108,overpriced
https://krasnodar.cian.ru/sale/flat/220409485/,5,3,60.0,3400000,1989,38.7,7.4,4215957.913883359,23.998762173039978,overpriced
https://krasnodar.cian.ru/sale/flat/278855635/,9,1,25.36,3000000,2019,23.9,1.4,3614557.430991335,20.485247699711163,overpriced
https://krasnodar.cian.ru/sale/flat/282099983/,8,1,26.5,3299000,2019,18.0,-1.0,3582901.240216755,8.605675665861014,overpriced
https://krasnodar.cian.ru/sale/flat/278802227/,3,2,33.0,3350000,2018,19.0,10.0,3839224.1020528907,14.60370453889226,overpriced
https://krasnodar.cian.ru/sale/flat/256579760/,2,1,33.6,3350000,2021,15.8,9.6,3630766.5511193783,8.381091078190396,overpriced
https://krasnodar.cian.ru/sale/flat/278057921/,6,1,33.0,3450000,2021,15.0,12.0,3825270.8268039846,10.877415269680712,overpriced
https://krasnodar.cian.ru/sale/flat/280874366/,1,1,32.3,3000000,2017,16.0,10.0,3528634.4780596294,17.621149268654317,overpriced
https://krasnodar.cian.ru/sale/flat/280198892/,11,1,28.7,2870000,2021,25.0,-1.0,3640069.0135869146,26.831672947279255,overpriced
https://krasnodar.cian.ru/sale/flat/280688095/,3,1,39.0,3200000,2012,15.0,12.0,3889552.7114159293,21.54852223174779,overpriced
https://krasnodar.cian.ru/sale/flat/270956412/,3,1,37.3,3400000,2012,13.8,11.1,3853656.384751415,13.342834845629849,overpriced
https://krasnodar.cian.ru/sale/flat/276586907/,1,3,66.0,3250000,1981,40.0,18.0,4051903.6222745087,24.673957608446422,overpriced
https://krasnodar.cian.ru/sale/flat/280658327/,3,1,32.6,3000000,1995,15.5,7.6,3628355.363615902,20.945178787196742,overpriced
https://krasnodar.cian.ru/sale/flat/281922204/,18,1,21.0,3150000,2022,16.0,-1.0,3600671.3753622235,14.307027789276937,overpriced
https://krasnodar.cian.ru/sale/flat/274883211/,20,1,27.0,3200000,2021,14.0,6.0,3635900.775793103,13.62189924353447,overpriced
https://krasnodar.cian.ru/sale/flat/283249734/,2,1,33.5,3300000,2011,20.0,8.0,3585324.293002846,8.646190697055946,overpriced
https://krasnodar.cian.ru/sale/flat/282513146/,2,1,30.2,3300000,2017,14.8,8.4,3495360.072037477,5.92000218295385,overpriced
https://krasnodar.cian.ru/sale/flat/281564378/,5,3,68.0,3300000,1982,60.0,5.0,4273871.064156087,29.511244368366274,overpriced
https://krasnodar.cian.ru/sale/flat/269318647/,7,1,40.3,3500000,2021,16.6,13.1,4060818.3943907223,16.02338269687778,overpriced
https://krasnodar.cian.ru/sale/flat/273256849/,8,2,52.0,3500000,1998,37.0,9.0,4414683.563904354,26.133816111552978,overpriced
https://krasnodar.cian.ru/sale/flat/281490371/,2,1,35.5,3550000,-1,14.2,10.2,3760720.4741436946,5.935788004047736,overpriced
https://krasnodar.cian.ru/sale/flat/281540002/,5,1,47.2,3600000,2010,20.7,13.4,4191618.531273565,16.433848090932354,overpriced
https://krasnodar.cian.ru/sale/flat/283742941/,11,-1,30.0,3600000,2016,30.0,-1.0,3905888.3006401327,8.496897240003687,overpriced
https://krasnodar.cian.ru/sale/flat/279193491/,7,1,43.0,3600000,2022,21.0,12.0,4087158.70769784,13.53218632494,overpriced
https://krasnodar.cian.ru/sale/flat/281884427/,7,1,41.0,3600000,2015,18.0,12.0,4028179.256356477,11.893868232124357,overpriced
https://krasnodar.cian.ru/sale/flat/281233538/,14,1,35.5,3650000,2021,14.5,9.5,3888990.741473728,6.547691547225421,overpriced
https://krasnodar.cian.ru/sale/flat/273538938/,8,1,36.0,3650000,2020,15.0,10.0,3893414.130346221,6.668880283458107,overpriced
https://krasnodar.cian.ru/sale/flat/245204970/,4,2,43.0,3700000,-1,35.0,-1.0,3973149.4350552396,7.382417163655124,overpriced
https://sochi.cian.ru/sale/flat/275843440/,4,1,15.0,3700000,2016,12.0,3.0,3549721.739895359,-4.061574597422726,underpriced
https://krasnodar.cian.ru/sale/flat/282747561/,14,1,38.9,3700000,2021,19.5,10.5,3966933.0938245263,7.214407941203413,overpriced
https://krasnodar.cian.ru/sale/flat/279263653/,4,2,47.0,3800000,-1,29.0,7.0,3977625.3112759707,4.67435029673607,overpriced
https://krasnodar.cian.ru/sale/flat/283484818/,16,1,36.0,3800000,2020,13.0,13.5,4040312.3461294575,6.324009108669934,overpriced
https://krasnodar.cian.ru/sale/flat/282846105/,7,1,40.0,3800000,2015,19.5,11.0,3998006.650547155,5.210701330188295,overpriced
https://krasnodar.cian.ru/sale/flat/279696223/,3,2,51.2,3800000,2001,29.1,8.9,4151345.832388022,9.245942957579526,overpriced
https://krasnodar.cian.ru/sale/flat/280328771/,10,1,35.2,3800000,-1,13.1,14.1,3942552.0864312933,3.75137069556035,overpriced
https://krasnodar.cian.ru/sale/flat/266635570/,2,4,74.0,3880000,1994,54.0,10.0,4052088.9967795266,4.4352834221527475,overpriced
https://krasnodar.cian.ru/sale/flat/278130532/,5,3,70.0,3850000,1971,48.8,8.7,4236839.576539101,10.04778120880782,overpriced
https://krasnodar.cian.ru/sale/flat/276978640/,15,1,40.0,3900000,2021,16.1,10.9,4023417.9592749598,3.164563058332301,overpriced
https://krasnodar.cian.ru/sale/flat/281324486/,18,1,48.9,3900000,2020,15.1,21.1,4292529.150395208,10.06485001013354,overpriced
https://krasnodar.cian.ru/sale/flat/277122789/,2,1,35.1,3900000,2021,15.0,10.0,3735088.218447361,-4.228507219298432,underpriced
https://sochi.cian.ru/sale/flat/283408801/,3,1,25.0,3950000,2023,24.0,-1.0,3566728.09351223,-9.703086240196708,underpriced
https://krasnodar.cian.ru/sale/flat/276863715/,2,1,28.5,3990000,2022,18.9,5.0,3436129.4494947437,-13.881467431209431,underpriced
https://krasnodar.cian.ru/sale/flat/275204696/,15,1,44.4,3950000,2021,17.0,11.0,4101276.449186321,3.829783523704326,overpriced
https://krasnodar.cian.ru/sale/flat/268639218/,6,2,51.0,3980000,2018,28.2,10.0,4489170.379184381,12.793225607647766,overpriced
https://krasnodar.cian.ru/sale/flat/276697664/,7,1,33.0,3950000,1982,20.0,7.0,3670053.1042791656,-7.087263182805934,underpriced
https://krasnodar.cian.ru/sale/flat/281873085/,2,1,42.0,4000000,2016,20.0,10.0,3820331.372866996,-4.4917156783250975,underpriced
https://krasnodar.cian.ru/sale/flat/271551486/,1,1,29.72,4000000,2016,12.4,9.0,3451222.5844373303,-13.719435389066744,underpriced
https://krasnodar.cian.ru/sale/flat/281454590/,10,1,32.3,4000000,2017,25.7,-1.0,3681205.657265911,-7.969858568352229,underpriced
https://krasnodar.cian.ru/sale/flat/279420138/,2,1,44.2,4000000,2014,17.3,10.0,3822598.345573838,-4.435041360654053,underpriced
https://krasnodar.cian.ru/sale/flat/280857420/,8,1,37.0,4050000,2021,17.0,11.0,3919172.4654165846,-3.2303094958867993,underpriced
https://krasnodar.cian.ru/sale/flat/283165862/,1,2,44.4,4100000,1971,30.0,6.0,3612782.88951942,-11.883344158062927,underpriced
https://krasnodar.cian.ru/sale/flat/276972095/,3,1,41.8,4100000,2016,16.9,10.7,3942718.4257546025,-3.836135957204816,underpriced
https://krasnodar.cian.ru/sale/flat/277313125/,2,1,40.0,4100000,2016,24.0,11.0,3815592.8810314247,-6.936758999233543,underpriced
https://krasnodar.cian.ru/sale/flat/273708574/,11,1,21.3,4100000,2021,14.6,-1.0,3596680.9655217836,-12.276074011663814,underpriced
https://krasnodar.cian.ru/sale/flat/281882668/,4,1,35.0,4199000,2016,18.0,8.5,3863846.617303897,-7.981742860111999,underpriced
https://krasnodar.cian.ru/sale/flat/283141606/,16,1,30.9,4200000,2021,10.3,13.3,3891453.1323968302,-7.346353990551661,underpriced
https://krasnodar.cian.ru/sale/flat/281149939/,8,1,41.4,4200000,1991,18.6,-1.0,3854031.7842759932,-8.237338469619209,underpriced
https://krasnodar.cian.ru/sale/flat/278984047/,4,1,42.0,4200000,2009,22.6,8.5,3996574.2411112674,-4.84347044973173,underpriced
https://krasnodar.cian.ru/sale/flat/277806643/,11,1,52.0,4200000,2021,38.0,10.8,4560783.799675093,8.590090468454596,overpriced
https://krasnodar.cian.ru/sale/flat/280428312/,2,2,70.0,4250000,1967,36.0,8.0,3748095.728129813,-11.809512279298518,underpriced
https://krasnodar.cian.ru/sale/flat/268004592/,19,1,32.0,4250000,2022,32.0,-1.0,3950534.7802813724,-7.046240463967709,underpriced
https://krasnodar.cian.ru/sale/flat/278735319/,7,1,39.6,4300000,2022,18.5,10.0,3947692.89583124,-8.193188469040933,underpriced
https://krasnodar.cian.ru/sale/flat/279801643/,17,1,38.1,4300000,2015,15.0,11.0,3948156.61895671,-8.182404210309064,underpriced
https://krasnodar.cian.ru/sale/flat/282182104/,3,1,36.6,4300000,2020,16.0,11.9,3862794.8094952866,-10.167562569877056,underpriced
https://krasnodar.cian.ru/sale/flat/281339578/,9,1,40.0,4300000,2017,20.0,12.0,4040351.325742436,-6.0383412618038115,underpriced
https://krasnodar.cian.ru/sale/flat/280904368/,2,1,26.4,4300000,1984,12.2,5.5,3433426.6024481594,-20.15286971050792,underpriced
https://krasnodar.cian.ru/sale/flat/277772652/,7,1,36.3,4350000,2020,14.3,10.1,3888652.0345689487,-10.605700354736811,underpriced
https://krasnodar.cian.ru/sale/flat/280230071/,8,1,28.4,4390000,2022,17.5,-1.0,3590895.436010388,-18.202837448510518,underpriced
https://krasnodar.cian.ru/sale/flat/277081355/,12,2,48.0,4400000,2020,27.0,6.0,4253594.982561517,-3.3273867599655325,underpriced
https://krasnodar.cian.ru/sale/flat/278620645/,7,1,43.0,4400000,-1,16.0,13.0,3933627.7521199575,-10.599369270000967,underpriced
https://novorossiysk.cian.ru/sale/flat/279748957/,7,1,38.0,4400000,2015,20.0,10.0,3898666.0803932347,-11.393952718335575,underpriced
https://krasnodar.cian.ru/sale/flat/278776922/,7,1,38.71,4400000,2016,19.3,10.1,3927749.436758392,-10.732967346400182,underpriced
https://krasnodar.cian.ru/sale/flat/283487499/,10,1,45.0,4450000,2020,13.0,18.0,4214756.844292287,-5.286363049611533,underpriced
https://krasnodar.cian.ru/sale/flat/276152965/,12,1,45.6,4450000,2020,16.4,10.0,4087025.708439301,-8.15672565304942,underpriced
https://krasnodar.cian.ru/sale/flat/279315757/,3,2,62.0,4500000,2019,48.0,12.0,4707389.119154018,4.608647092311519,overpriced
https://krasnodar.cian.ru/sale/flat/280312973/,1,3,60.0,4500000,1978,39.0,9.0,3659613.740059841,-18.675250220892423,underpriced
https://krasnodar.cian.ru/sale/flat/270592609/,3,2,40.0,4520000,2013,21.0,12.0,4034394.1347812563,-10.743492593335038,underpriced
https://sochi.cian.ru/sale/flat/258744963/,2,1,25.0,4500000,2021,23.4,-1.0,3458662.4113909644,-23.140835302423014,underpriced
https://krasnodar.cian.ru/sale/flat/270955513/,3,3,55.0,4500000,2021,35.0,17.0,4668822.237679546,3.7516052817676835,overpriced
https://krasnodar.cian.ru/sale/flat/274944562/,5,1,35.27,4500000,-1,10.3,16.1,3972396.6647977466,-11.724518560050077,underpriced
https://krasnodar.cian.ru/sale/flat/279354423/,4,2,45.0,4500000,1973,26.0,6.0,3988533.304045691,-11.36592657676242,underpriced
https://krasnodar.cian.ru/sale/flat/277666495/,6,1,36.2,4500000,2022,11.0,15.0,4035881.3277107226,-10.313748273095054,underpriced
https://krasnodar.cian.ru/sale/flat/273081996/,17,1,46.0,4500000,2021,26.0,8.0,4065750.090555775,-9.649997987649446,underpriced
https://krasnodar.cian.ru/sale/flat/282922425/,2,2,41.1,4550000,2022,20.0,9.6,3868641.890666443,-14.974903501836419,underpriced
https://krasnodar.cian.ru/sale/flat/277373757/,3,2,42.7,4600000,1964,29.4,5.9,3824561.3396261935,-16.85736218203927,underpriced
https://krasnodar.cian.ru/sale/flat/282386161/,12,1,46.0,4600000,2020,20.0,12.0,4142374.445949415,-9.948381609795321,underpriced
https://krasnodar.cian.ru/sale/flat/281713556/,13,1,42.0,4600000,2019,18.0,13.0,4144031.110508184,-9.912367162865568,underpriced
https://krasnodar.cian.ru/sale/flat/276863730/,4,3,59.0,4600000,1984,37.3,7.9,4196817.2129397085,-8.76484319696286,underpriced
https://krasnodar.cian.ru/sale/flat/268310122/,9,2,48.9,4600000,2020,15.1,16.3,4387155.275250472,-4.627059233685388,underpriced
https://krasnodar.cian.ru/sale/flat/282215825/,17,2,53.05,4690000,-1,25.0,11.0,3948734.493939587,-15.805234670797722,underpriced
https://novorossiysk.cian.ru/sale/flat/279971379/,2,2,49.7,4650000,1970,40.0,7.0,3700960.479996785,-20.40945204307989,underpriced
https://sochi.cian.ru/sale/flat/276318814/,2,1,24.8,4650000,-1,24.8,-1.0,3795564.473176697,-18.37495756609254,underpriced
https://sochi.cian.ru/sale/flat/274947377/,4,1,24.0,4700000,2020,20.0,-1.0,3547414.6959085525,-24.523091576413776,underpriced
https://krasnodar.cian.ru/sale/flat/274435557/,8,1,41.0,4700000,2019,16.7,12.0,4039207.39214754,-14.05941718835021,underpriced
https://krasnodar.cian.ru/sale/flat/279253647/,2,2,48.6,4700000,1952,30.2,11.3,3602451.554714609,-23.352094580540236,underpriced
https://krasnodar.cian.ru/sale/flat/278619922/,8,2,45.1,4750000,1979,28.8,6.2,4072506.6670893813,-14.263017534960396,underpriced
https://krasnodar.cian.ru/sale/flat/280831913/,5,1,42.7,4760000,2022,18.0,13.7,4147240.327828303,-12.873102356548255,underpriced
https://krasnodar.cian.ru/sale/flat/274706769/,16,2,66.2,4750000,2022,37.0,15.0,5004466.0177295655,5.357179320622431,overpriced
https://krasnodar.cian.ru/sale/flat/282606632/,5,1,32.0,4800000,1963,17.5,6.5,3691016.331806172,-23.103826420704745,underpriced
https://anapa.cian.ru/sale/flat/280899035/,8,2,36.0,4800000,2022,24.0,10.0,4025263.217313447,-16.140349639303185,underpriced
https://krasnodar.cian.ru/sale/flat/280292804/,20,1,43.0,4800000,2020,19.3,15.7,4216723.503685047,-12.15159367322819,underpriced
https://krasnodar.cian.ru/sale/flat/283260282/,22,1,38.0,4850000,2021,26.0,10.0,3950530.304785702,-18.54576691163501,underpriced
https://krasnodar.cian.ru/sale/flat/282456882/,4,1,37.9,4900000,2019,19.5,10.2,3893912.3987413174,-20.532400025687398,underpriced
