id,days_to_done_x,price_at_moment,1000_to_done,700_to_done,500_to_done,300_to_done,max_price_after_invest,increase,increase_procent,days_for_increase,status,200_to_done,100_to_done,50_to_done,0_to_done,-50_to_done,-100_to_done,risk,community,liter_num,done_date,developer,floor,area,num_beds,days_to_done_y
4df31420-ff1e-430c-b88d-f3cd37520a76,394,4393024,4569305,4474556,4448810,4362715,4362715,-30309,-0.69,94,short,4212760,4103111,4103111,4002058,4002058,4009595,bad,ЖК «Небо»,1,2024-03-15,ООО «СЗ Ярославская»,1,30.0,0,394
a2b142dc-476e-4d84-b485-55c7fb967ebb,394,5234843,5522825,5421834,5345470,5252506,5252506,17663,0.34,94,short,5066877,4924873,4924873,4765438,4765438,4773947,riskey,ЖК «Небо»,1,2024-03-15,ООО «СЗ Ярославская»,1,40.0,1,394
ee51fbcf-5f85-41c2-bf37-925fa304fdad,394,5665272,6462521,5943742,5814467,5675431,6341974,676702,11.94,444,long,5758982,6338766,6338766,6341974,6341974,6326359,good,ЖК «Небо»,1,2024-03-15,ООО «СЗ Ярославская»,1,55.0,2,394
10d087c1-ad16-4185-99ef-c78adad5abcb,394,6413036,7307997,6732011,6583932,6424672,7188168,775132,12.09,444,long,6520376,7184493,7184493,7188168,7188168,7172925,good,ЖК «Небо»,1,2024-03-15,ООО «СЗ Ярославская»,1,63.0,2,394
b8e75f4b-ffc5-47c6-b4ce-efc1c88a7f7e,394,8124204,9430608,8575164,8305013,8034246,9464355,1340151,16.5,494,long,8021376,9246472,9246472,9314745,9314745,9464355,good,ЖК «Небо»,1,2024-03-15,ООО «СЗ Ярославская»,1,83.0,3,394
391e0f90-2d8a-441f-9fee-7d4cc1a46c22,394,4393024,4569305,4474556,4448810,4362715,4362715,-30309,-0.69,94,short,4212760,4103111,4103111,4002058,4002058,4009595,bad,ЖК «Небо»,2,2024-03-15,ООО «СЗ Ярославская»,1,30.0,0,394
3db5c572-9daa-4721-91f6-26ee581607f4,394,5234843,5522825,5421834,5345470,5252506,5252506,17663,0.34,94,short,5066877,4924873,4924873,4765438,4765438,4773947,riskey,ЖК «Небо»,2,2024-03-15,ООО «СЗ Ярославская»,1,40.0,1,394
312f6a78-c0dc-4e96-9f4a-a79277fd178c,394,5665272,6462521,5943742,5814467,5675431,6341974,676702,11.94,444,long,5758982,6338766,6338766,6341974,6341974,6326359,good,ЖК «Небо»,2,2024-03-15,ООО «СЗ Ярославская»,1,55.0,2,394
aaef35a9-c180-4dcd-9dad-f03e3ddc3b1d,394,6413036,7307997,6732011,6583932,6424672,7188168,775132,12.09,444,long,6520376,7184493,7184493,7188168,7188168,7172925,good,ЖК «Небо»,2,2024-03-15,ООО «СЗ Ярославская»,1,63.0,2,394
a84a3428-a053-42fb-9530-1efe42b328dc,394,8124204,9430608,8575164,8305013,8034246,9464355,1340151,16.5,494,long,8021376,9246472,9246472,9314745,9314745,9464355,good,ЖК «Небо»,2,2024-03-15,ООО «СЗ Ярославская»,1,83.0,3,394
f2331df9-806c-4836-8ade-456d909ff78b,578,4448810,4569305,4474556,4448810,4362715,4448810,0,0.0,78,short,4212760,4103111,4103111,4002058,4002058,4009595,bad,ЖК «Небо»,3,2024-09-15,ООО «СЗ Ярославская»,1,30.0,0,578
7c3f6830-042b-4018-bef1-0e042f7134f8,578,5345470,5522825,5421834,5345470,5252506,5345470,0,0.0,78,short,5066877,4924873,4924873,4765438,4765438,4773947,bad,ЖК «Небо»,3,2024-09-15,ООО «СЗ Ярославская»,1,40.0,1,578
c78bca62-df96-4272-81ad-c30bfacf4ea1,578,5814467,6462521,5943742,5814467,5675431,6341974,527507,9.07,628,long,5758982,6338766,6338766,6341974,6341974,6326359,good,ЖК «Небо»,3,2024-09-15,ООО «СЗ Ярославская»,1,55.0,2,578
711ef05c-97b9-4086-b02c-d38400c18c34,578,6583932,7307997,6732011,6583932,6424672,7188168,604236,9.18,628,long,6520376,7184493,7184493,7188168,7188168,7172925,good,ЖК «Небо»,3,2024-09-15,ООО «СЗ Ярославская»,1,63.0,2,578
c0a26a50-7cae-4600-961a-066004286faa,578,8305013,9430608,8575164,8305013,8034246,9464355,1159342,13.96,678,long,8021376,9246472,9246472,9314745,9314745,9464355,good,ЖК «Небо»,3,2024-09-15,ООО «СЗ Ярославская»,1,83.0,3,578
4799ae8a-1487-4bb4-a9b1-8d4d05b6bcd6,578,4448810,4569305,4474556,4448810,4362715,4448810,0,0.0,78,short,4212760,4103111,4103111,4002058,4002058,4009595,bad,ЖК «Небо»,4,2024-09-15,ООО «СЗ Ярославская»,1,30.0,0,578
b28f27b9-1a60-42ba-9c97-09c781d9966f,578,5345470,5522825,5421834,5345470,5252506,5345470,0,0.0,78,short,5066877,4924873,4924873,4765438,4765438,4773947,bad,ЖК «Небо»,4,2024-09-15,ООО «СЗ Ярославская»,1,40.0,1,578
12b35773-5910-4584-9235-08a6ed2f446f,578,5814467,6462521,5943742,5814467,5675431,6341974,527507,9.07,628,long,5758982,6338766,6338766,6341974,6341974,6326359,good,ЖК «Небо»,4,2024-09-15,ООО «СЗ Ярославская»,1,55.0,2,578
db3f08b6-c144-4712-9d7e-29d23ad3a780,578,6583932,7307997,6732011,6583932,6424672,7188168,604236,9.18,628,long,6520376,7184493,7184493,7188168,7188168,7172925,good,ЖК «Небо»,4,2024-09-15,ООО «СЗ Ярославская»,1,63.0,2,578
33caef86-96e0-4c67-b614-c76c31594a78,578,8305013,9430608,8575164,8305013,8034246,9464355,1159342,13.96,678,long,8021376,9246472,9246472,9314745,9314745,9464355,good,ЖК «Небо»,4,2024-09-15,ООО «СЗ Ярославская»,1,83.0,3,578
7318f6d8-f4e3-4eef-8c17-b8a7d241bd25,394,4378840,4646720,4521333,4450550,4347389,4347745,-31095,-0.71,194,short,4347745,4273618,4273618,4181897,4181897,4144814,bad,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,35.0,1,394
7e026b84-8290-4c17-a8dc-31b00c9d6304,394,5042785,5286917,5206719,5101421,5016272,5016272,-26513,-0.53,94,short,5000850,4869246,4869246,4759181,4759181,4705955,bad,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,42.0,1,394
59c719c7-947e-45b5-8335-0d4d3628ad03,394,5956569,6219887,6155632,6027770,5928661,5928661,-27908,-0.47,94,short,5917065,5668892,5668892,5525510,5525510,5441056,bad,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,51.0,1,394
50698e18-a2b9-408f-8f88-6236ca7c1b57,394,4102551,4376058,4198984,4158512,4087511,4309719,207168,5.05,344,short,4136992,4309719,4309719,4295240,4295240,4257097,riskey,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,36.0,2,394
86b92121-015d-42b0-b49c-33764c4ea569,394,4695716,4943241,4803675,4734489,4689247,4928901,233185,4.97,344,short,4749692,4928901,4928901,4911606,4911606,4857113,riskey,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,43.0,2,394
70b5fe26-a06b-4845-8314-1c0c297f5f7d,394,4928010,5167275,5046013,4970390,4924136,5099685,171675,3.48,344,short,4996776,5099685,5099685,5080782,5080782,5004545,riskey,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,47.0,2,394
8313000b-d1ec-4686-ab4e-137182f71a35,394,5563740,6045738,5715049,5628164,5539798,5894539,330799,5.95,444,long,5616385,5827031,5827031,5894539,5894539,5830737,riskey,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,54.0,2,394
80590127-a5f7-4123-be3c-55d5dae55831,394,6395918,6947980,6572445,6471079,6367985,6781850,385932,6.03,444,long,6457337,6703091,6703091,6781850,6781850,6710059,riskey,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,63.0,2,394
ef3c5e08-f361-4208-a0b4-b29866d4d234,394,7963465,8717417,8190185,8004812,7855666,8606486,643021,8.07,494,long,7830257,8420725,8420725,8538833,8538833,8606486,good,ЖК «Зеленодар»,5A,2024-03-15,"ООО «Модо Капитал», ",2,80.0,3,394
1031dbeb-8170-4cf2-a2be-cca57ae994f4,303,4025448,3639997,3867897,3880243,4025448,4025448,0,0.0,3,short,4010461,4010739,4010739,3983696,3983696,3938134,bad,ЖК «Novella»,2,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,26.0,1,303
e250ccb4-6723-4111-99c9-e109ae201cc5,303,5614094,5003328,5393398,5406918,5614094,5680965,66871,1.19,253,short,5644434,5680965,5680965,5659870,5659870,5583655,riskey,ЖК «Novella»,2,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,39.0,1,303
d32364fc-a378-4a62-9a69-cb50dbd25419,303,6840558,6331378,6643310,6610367,6840558,7354959,514401,7.52,353,short,7004299,7352819,7352819,7354959,7354959,7212094,good,ЖК «Novella»,2,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,58.0,2,303
c1953319-2da2-4895-a955-113fc77e4d8d,303,8842305,8381577,8647956,8544588,8842305,9633627,791322,8.95,403,long,9058602,9604031,9604031,9625342,9625342,9633627,good,ЖК «Novella»,2,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,81.0,3,303
730f89e1-ac67-4ff8-85ce-a2f37ae253ac,303,4155773,3791121,4000434,4012780,4155773,4155773,0,0.0,3,short,4147709,4133994,4133994,4116992,4116992,4071429,bad,ЖК «Novella»,3,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,26.0,0,303
be78319e-d093-48ae-963b-2d18e4b3467c,303,5470143,4875038,5255106,5268279,5470143,5535300,65157,1.19,253,short,5499705,5535300,5535300,5514746,5514746,5440485,riskey,ЖК «Novella»,3,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,38.0,1,303
d801df55-687b-41f7-91fb-46479e405d2e,303,6840558,6331378,6643310,6610367,6840558,7354959,514401,7.52,353,short,7004299,7352819,7352819,7354959,7354959,7212094,good,ЖК «Novella»,3,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,58.0,2,303
fbe02dd1-347b-44da-8a55-09b80cc5f871,303,8951469,8485053,8754721,8650077,8951469,9752560,801091,8.95,403,long,9170437,9722599,9722599,9744173,9744173,9752560,good,ЖК «Novella»,3,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,82.0,3,303
bc76f51f-cc0c-4a43-b91d-238248e3a56f,303,5999955,5320070,5765744,5769674,5999955,6093438,93483,1.56,253,short,6043376,6093438,6093438,6070180,6070180,5986148,riskey,ЖК «Novella»,4,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,43.0,1,303
2253787f-a8c2-47ac-badb-354ec7f5385f,303,5470143,4875038,5255106,5268279,5470143,5535300,65157,1.19,253,short,5499705,5535300,5535300,5514746,5514746,5440485,riskey,ЖК «Novella»,5,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,38.0,1,303
290c406f-bbbc-455c-b1b8-5d2747a945ae,303,5704091,5064950,5483592,5495387,5704091,5760170,56079,0.98,253,short,5735209,5760170,5760170,5738534,5738534,5660365,riskey,ЖК «Novella»,5,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,40.0,1,303
ed6d5186-1902-4a50-9cb1-7b8864672105,303,7872584,7446480,7641526,7583679,7872584,8340762,468178,5.95,353,short,8018789,8338290,8338290,8340762,8340762,8175729,riskey,ЖК «Novella»,5,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,67.0,2,303
6a1559dc-738b-41e6-a584-a3dea2114e0a,303,7313683,6759881,7102832,7067617,7313683,7863560,549877,7.52,353,short,7488717,7861272,7861272,7863560,7863560,7710842,good,ЖК «Novella»,6,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,62.0,2,303
ce9fbbb7-4257-40fd-a6a2-66097cf89acb,303,7872584,7446480,7641526,7583679,7872584,8340762,468178,5.95,353,short,8018789,8338290,8338290,8340762,8340762,8175729,riskey,ЖК «Novella»,6,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,67.0,2,303
a755104b-095d-4e79-8431-c2fb0fe96e50,303,8496081,8028707,8290982,8192718,8496081,9273221,777140,9.15,403,long,8701697,9230146,9230146,9250405,9250405,9273221,good,ЖК «Novella»,6,2023-12-15,ООО «Специализированный застройщик АСК 6»,1-2,77.0,3,303
