id,days_to_done_x,price_at_moment,1000_to_done,700_to_done,500_to_done,300_to_done,max_price_after_invest,increase,increase_procent,days_for_increase,status,200_to_done,100_to_done,50_to_done,0_to_done,-50_to_done,-100_to_done,risk,community,liter_num,done_date,developer,floor,area,num_beds,days_to_done_y
53f92188-4375-49ab-967b-3dddb7e1b79f,303,6205035,6580893,6325392,6198514,6205035,6661196,456161,7.35,253,short,6305257,6661196,6661196,6642929,6642929,6570468,good,ЖК «Смородина»,2-3,2023-12-15,ООО «АЛЬФА»,1-4,57.0,2,303
a16caaf3-9fd9-48df-9c32-18d4cab144a4,303,7292542,7901086,7444754,7273304,7292542,7638084,345542,4.74,253,short,7364605,7638084,7638084,7616291,7616291,7557441,riskey,ЖК «Смородина»,2-3,2023-12-15,ООО «АЛЬФА»,1-8,68.0,3,303
3feedb65-4613-44fc-99da-d6e62183ea2d,394,4716951,4792696,4814594,4758491,4760485,4760485,43534,0.92,94,short,4688636,4661930,4661930,4534781,4534781,4518180,riskey,ЖК «Смородина»,7,2024-03-15,ООО «АЛЬФА»,1,36.0,1,394
81661c36-8a78-43c9-882d-b9fab36e875a,394,5632323,5959228,5818755,5703006,5699363,6081655,449332,7.98,344,short,5797410,6081655,6081655,6007164,6007164,5937178,good,ЖК «Смородина»,7,2024-03-15,ООО «АЛЬФА»,1,52.0,2,394
17368236-5920-4cae-87d2-f067f31243c3,394,4716951,4792696,4814594,4758491,4760485,4760485,43534,0.92,94,short,4688636,4661930,4661930,4534781,4534781,4518180,riskey,ЖК «Смородина»,8,2024-03-15,ООО «АЛЬФА»,1,36.0,1,394
d9f23170-833c-47b0-ab39-1c04b0d7ce64,394,5632323,5959228,5818755,5703006,5699363,6081655,449332,7.98,344,short,5797410,6081655,6081655,6007164,6007164,5937178,good,ЖК «Смородина»,8,2024-03-15,ООО «АЛЬФА»,1,52.0,2,394
66e0bf28-35b7-4128-b168-71ac64e588f1,394,6145982,6580893,6325392,6198514,6205035,6661196,515214,8.38,344,short,6305257,6661196,6661196,6642929,6642929,6570468,good,ЖК «Смородина»,9,2024-03-15,ООО «АЛЬФА»,1-4,57.0,2,394
a2a378a2-fb9a-427a-a0aa-9e1fc0c0af1e,394,7277598,7901086,7444754,7273304,7292542,7638084,360486,4.95,344,short,7364605,7638084,7638084,7616291,7616291,7557441,riskey,ЖК «Смородина»,9,2024-03-15,ООО «АЛЬФА»,1-4,68.0,3,394
8b45a005-ad07-4f1b-be2e-ebdd1085caa0,394,6145982,6580893,6325392,6198514,6205035,6661196,515214,8.38,344,short,6305257,6661196,6661196,6642929,6642929,6570468,good,ЖК «Смородина»,10,2024-03-15,ООО «АЛЬФА»,1-4,57.0,2,394
7850698c-c2a4-401a-ada0-027652a7f487,394,7277598,7901086,7444754,7273304,7292542,7638084,360486,4.95,344,short,7364605,7638084,7638084,7616291,7616291,7557441,riskey,ЖК «Смородина»,10,2024-03-15,ООО «АЛЬФА»,1-4,68.0,3,394
